CVI Map File

Image file path:        c:\FlexiTester.OK\plugins\automat.dll
Timestamp:              6067110A (April 02 2021 12:41:46 GMT)
Preferred base address: 10000000

Rva+Base      Symbol                                        Module
100F61D8      __imp___UP_FindPattern@24                     cvi.lib
100F61DC      __imp__DisplayPanel@4                         cvi.lib
100F61E0      __imp__Timer@0                                cvi.lib
100F61E4      __imp__InsertTreeColumn@16                    cvi.lib
100F61E8      __imp__InsertTreeItem                         cvi.lib
100F61EC      __imp__InstallCtrlCallback@16                 cvi.lib
100F61F0      __imp___UP_SetImageBits@40                    cvi.lib
100F61F4      __imp___UP_Get3dBorderColors@20               cvi.lib
100F61F8      __imp__EnableBreakOnLibraryErrors@0           cvi.lib
100F61FC      __imp__InstallPanelCallback@12                cvi.lib
100F6200      __imp__InstallPopup@4                         cvi.lib
100F6204      __imp___UP_GetActiveTreeItem@12               cvi.lib
100F6208      __imp____CVI_Resource_Acquire                 cvi.lib
100F620C      __imp____CVI_Resource_Release@4               cvi.lib
100F6210      __imp___UP_GetBitmapData@32                   cvi.lib
100F6214      __imp___UP_SplitPath@16                       cvi.lib
100F6218      __imp__FindPattern@24                         cvi.lib
100F621C      __imp__LoadPanel@12                           cvi.lib
100F6220      __imp___UP_GetBitmapInfo@16                   cvi.lib
100F6224      __imp__Fmt                                    cvi.lib
100F6228      __imp__LoadPanelEx@16                         cvi.lib
100F622C      __imp__WhichRuntimeSupportDll@0               cvi.lib
100F6230      __imp__AddTreeImage@12                        cvi.lib
100F6234      __imp__WriteLine@12                           cvi.lib
100F6238      __imp__MakeColor@12                           cvi.lib
100F623C      __imp__MakeDateTime@32                        cvi.lib
100F6240      __imp__MakeDir@4                              cvi.lib
100F6244      __imp__MakePoint@8                            cvi.lib
100F6248      __imp__MakeRect@16                            cvi.lib
100F624C      __imp__Get3dBorderColors@20                   cvi.lib
100F6250      __imp___UP_GetCtrlBoundingRect@24             cvi.lib
100F6254      __imp__MenuIsOpen                             cvi.lib
100F6258      __imp__MessagePopup@8                         cvi.lib
100F625C      __imp__GetActivePanel@0                       cvi.lib
100F6260      __imp___UP_GetCtrlIndex@12                    cvi.lib
100F6264      __imp__CVIAbsoluteTimeFromLocalCalendar@36      cvi.lib
100F6268      __imp__CVIAbsoluteTimeFromTimeUnit@20         cvi.lib
100F626C      __imp__CVIAbsoluteTimeToLocalCalendar@48      cvi.lib
100F6270      __imp__GetActiveTreeItem@12                   cvi.lib
100F6274      __imp___UP_GetDateTimeElements@32             cvi.lib
100F6278      __imp__CVIAbsoluteTimeToTimeUnit@32           cvi.lib
100F627C      __imp___UP_GetDir@4                           cvi.lib
100F6280      __imp___UP_GetFileDate@16                     cvi.lib
100F6284      __imp___GetErrno                              cvi.lib
100F6288      __imp___UP_GetFileInfo@8                      cvi.lib
100F628C      __imp___GetFilesArray                         cvi.lib
100F6290      __imp___UP_GetFirstFile@32                    cvi.lib
100F6294      __imp__CVIRTDllAbnormalExit@4                 cvi.lib
100F6298      __imp___UP_WriteLine@12                       cvi.lib
100F629C      __imp__GetBitmapData@32                       cvi.lib
100F62A0      __imp__GetBitmapInfo@16                       cvi.lib
100F62A4      __imp___UP_GetImageBits@40                    cvi.lib
100F62A8      __imp___UP_GetImageInfo@24                    cvi.lib
100F62AC      __imp__GetBreakOnLibraryErrors@0              cvi.lib
100F62B0      __imp__NewBitmap@32                           cvi.lib
100F62B4      __imp__NewCtrl@20                             cvi.lib
100F62B8      __imp___UP_asctime                            cvi.lib
100F62BC      __imp__CVI_CloseFile@4                        cvi.lib
100F62C0      __imp__NewCtrlMenuItem@24                     cvi.lib
100F62C4      __imp___UP_GetModuleDir@8                     cvi.lib
100F62C8      __imp___UP_atoi                               cvi.lib
100F62CC      __imp__NewCtrlMenuSeparator@12                cvi.lib
100F62D0      __imp__CVI_GetFileSize@8                      cvi.lib
100F62D4      __imp___UP_GetMonitorFromPoint@12             cvi.lib
100F62D8      __imp__CVI_GetFileTime@16                     cvi.lib
100F62DC      __imp__NewPanel@24                            cvi.lib
100F62E0      __imp___UP_GetNextFile@4                      cvi.lib
100F62E4      __imp__CVI_OpenFile@16                        cvi.lib
100F62E8      __imp___UP_fclose                             cvi.lib
100F62EC      __imp__abort                                  cvi.lib
100F62F0      __imp__abs                                    cvi.lib
100F62F4      __imp___UP_fgets                              cvi.lib
100F62F8      __imp__asctime                                cvi.lib
100F62FC      __imp__CVI__ismbblead                         cvi.lib
100F6300      __imp___UP_fopen                              cvi.lib
100F6304      __imp___UP_GetNumListItems@12                 cvi.lib
100F6308      __imp__CVI__mbsbtype                          cvi.lib
100F630C      __imp___UP_fread                              cvi.lib
100F6310      __imp__atoi                                   cvi.lib
100F6314      __imp__CVI__mbschr                            cvi.lib
100F6318      __imp___UP_fseek                              cvi.lib
100F631C      __imp__GetCtrlAttribute@16                    cvi.lib
100F6320      __imp__calloc                                 cvi.lib
100F6324      __imp___UP_ftell                              cvi.lib
100F6328      __imp__ceil                                   cvi.lib
100F632C      __imp__CVI__mbsdec                            cvi.lib
100F6330      __imp___UP_fwrite                             cvi.lib
100F6334      __imp__GetCtrlBoundingRect@24                 cvi.lib
100F6338      __imp__CVI__mbsicmp                           cvi.lib
100F633C      __imp__clock                                  cvi.lib
100F6340      __imp__CVI__mbsinc                            cvi.lib
100F6344      __imp___UPLibBreakpoint                       cvi.lib
100F6348      __imp__CVI__mbslen                            cvi.lib
100F634C      __imp__GetCtrlIndex@12                        cvi.lib
100F6350      __imp__CVI__mbsnbcmp                          cvi.lib
100F6354      __imp___UPLibChkSize                          cvi.lib
100F6358      __imp__GetCtrlVal@12                          cvi.lib
100F635C      __imp__fabs                                   cvi.lib
100F6360      __imp__CVI__mbsnbicmp                         cvi.lib
100F6364      __imp__fclose                                 cvi.lib
100F6368      __imp__CVI__mbsrchr                           cvi.lib
100F636C      __imp__CVI__mbsstr                            cvi.lib
100F6370      __imp__GetCurrentPlatform@0                   cvi.lib
100F6374      __imp___UPLibClearArgs                        cvi.lib
100F6378      __imp__fgets                                  cvi.lib
100F637C      __imp__floor                                  cvi.lib
100F6380      __imp__fopen                                  cvi.lib
100F6384      __imp__fprintf                                cvi.lib
100F6388      __imp__CVI_inp@4                              cvi.lib
100F638C      __imp__GetDateTimeElements@32                 cvi.lib
100F6390      __imp__fread                                  cvi.lib
100F6394      __imp__PointPinnedToRect@28                   cvi.lib
100F6398      __imp__free                                   cvi.lib
100F639C      __imp__GetDir@4                               cvi.lib
100F63A0      __imp___UP_GetProjectDir@4                    cvi.lib
100F63A4      __imp__PostDeferredCall@8                     cvi.lib
100F63A8      __imp__CVI_outp@8                             cvi.lib
100F63AC      __imp__fseek                                  cvi.lib
100F63B0      __imp__PostDeferredCallToThread@12            cvi.lib
100F63B4      __imp__ftell                                  cvi.lib
100F63B8      __imp__fwrite                                 cvi.lib
100F63BC      __imp___UP_GetRelativeMouseState@28           cvi.lib
100F63C0      __imp___UP_GetScaledCtrlDisplayBitmap@24      cvi.lib
100F7AD8      __imp__eldaq_error_message@12                 eldaq.lib
100F7B18      __imp__send_ftp                               MES_FTP.lib
10127E63      ___ExeSymbolCount                             Win32 Exe Symbol Module
10127E67      ___CVILibSymbolCount                          Win32 Exe Symbol Module
10127E67      ___CVILibSymbols                              Win32 Exe Symbol Module
10127E6B      ___RunStateChangeCallbacks                    Win32 Exe Symbol Module
10127E6F      ___ProjectModuleTable                         Win32 Exe Symbol Module
10127F1D      ___CVI_Internal_Linkage_Specifier             Win32 Exe Symbol Module
10127F21      ___CVI_Internal_Debug_Remote_Address          Win32 Exe Symbol Module
10127F23      ___CVI_Internal_Debug_Remote_Port             Win32 Exe Symbol Module
10127F27      ___CVI_Internal_Demo_Specifier                Win32 Exe Symbol Module
10127F2B      ___CVI_Internal_Toolkit_Demo_Name             Win32 Exe Symbol Module
1012AAA0      ___CVIStartupInternalCDLLSTRT                 cdllstrt.obj
1012B0E2      _fe_cur_env                                   stos.obj
1012B0F0      ___CVIStartupInternalCVILibSymbols            strtref.obj
1012B1F8      ___CVIStartupInternalCVILibSymbolCount        strtref.obj
1012B350      ___security_cookie                            gs_cookie.obj
1012B358      ___security_cookie_complement                 gs_cookie.obj
101531DC      _MSXML_IID_IXMLDOMDocument                    msxmldom.obj
101531EC      _MSXML_IID_IXMLHttpRequest                    msxmldom.obj
101531FC      _MSXML_IID_IXMLDSOControl                     msxmldom.obj
1015320C      _MSXML_IID_IXMLDocument2                      msxmldom.obj
1015321C      _MSXML_IID_XMLDOMDocumentEvents               msxmldom.obj
1015322C      _MSXML_IID_IXMLDOMImplementation              msxmldom.obj
1015323C      _MSXML_IID_IXMLDOMNode                        msxmldom.obj
1015324C      _MSXML_IID_IXMLDOMNodeList                    msxmldom.obj
1015325C      _MSXML_IID_IXMLDOMNamedNodeMap                msxmldom.obj
1015326C      _MSXML_IID_IXMLDOMDocumentType                msxmldom.obj
1015327C      _MSXML_IID_IXMLDOMElement                     msxmldom.obj
1015328C      _MSXML_IID_IXMLDOMAttribute                   msxmldom.obj
1015329C      _MSXML_IID_IXMLDOMDocumentFragment            msxmldom.obj
101532AC      _MSXML_IID_IXMLDOMText                        msxmldom.obj
101532BC      _MSXML_IID_IXMLDOMCharacterData               msxmldom.obj
101532CC      _MSXML_IID_IXMLDOMComment                     msxmldom.obj
101532DC      _MSXML_IID_IXMLDOMCDATASection                msxmldom.obj
101532EC      _MSXML_IID_IXMLDOMProcessingInstruction       msxmldom.obj
101532FC      _MSXML_IID_IXMLDOMEntityReference             msxmldom.obj
1015330C      _MSXML_IID_IXMLDOMParseError                  msxmldom.obj
1015331C      _MSXML_IID_IXMLDOMNotation                    msxmldom.obj
1015332C      _MSXML_IID_IXMLDOMEntity                      msxmldom.obj
1015333C      _MSXML_IID_IXTLRuntime                        msxmldom.obj
10161E84      _Loop                                         automat_fnc.niobj
10169CA0      _gs_InfoData                                  automat.niobj
10169CCC      _HISTORY                                      automat.niobj
